gene	genoa_ea_s	genoa_aa_s	geuv_yri_s	geuv_eur_s	geuv_eur	geuv_yri	ea	aa	genoa_ea	genoa_aa
ESD	0.007875992486761069	0.0011368054202780678	0.00812348938068074	0.013672439870018796	0.00531835355362666	0.0328533694806265	0.062	0.1	0.0010542849077287606	1.6189568609198084e-5
ESF1	0.0011619769987554229	5.870537526118812e-5	0.004127207193963715	0.007059247893225605	0.0021597759492277087	0.02784295363557071	0.015	0.17	0.0019459436844273168	0.013671295687421222
ESR2	3.007836120280834e-4	3.321296427037631e-5	NA	0.002779990885389266	0.1388869545150819	0.0012333979912608163	0.16	0.013	0.05353443362154533	0.0014182069117938175
ESYT2	0.040641601954914196	0.03503691566441943	0.11926930156971526	0.0468699189991697	0.06428684308047505	0.0945050785305848	0.16	0.18	0.01641376427482183	0.022786040850153854
ETAA1	0.02410952289290868	0.005936288729364112	0.00844253158878492	2.1758984384337197e-6	0.008494594262122021	3.786635725397489e-4	0.019	0.02	0.0234113012602054	NA
ETFA	0.0013337703226696158	0.01379542897232848	4.426306770643703e-4	0.003955676998851616	0.010759347201350902	0.07277494430739645	0.019	0.091	NA	0.008991404327314465
ETFDH	0.019283230596398835	0.004818955768683952	3.065357435680282e-5	0.0023466091867793797	3.484081924470563e-4	5.526742208329081e-5	0.086	0.048	9.546605876941709e-4	3.302743078596981e-4
ETHE1	0.030361692892562478	0.019128889920949847	0.20706705197362163	0.08311146281968136	0.07912172615401786	0.22387012241194018	0.057	0.018	0.036603429080306345	0.022257972898399567
ETS2	0.11461462458345244	0.014990862085275242	0.060134856487960596	0.08648219651681077	0.09659194006915857	0.030743527005711976	0.16	0.12	0.10297460264727479	0.0025907838288311827
ETV3L	0.005058305112615582	0.0012231409054468828	0.010326982521046467	0.021894202611902943	0.004170697240812928	0.24529331640837077	3.1e-5	0.11	0.007485610119003898	0.06335935286283681
EVI2A	9.48495897286179e-4	0.01180867301883503	0.0035520422824977275	0.09399642859941677	0.09108411267465757	0.0037288796812606074	0.0085	0.067	6.428822245758285e-4	NA
EVL	0.008235174453633795	0.0010975177043899117	0.005500871538827238	0.0026490883318249186	0.007077116149487747	0.02668578578030573	0.0053	0.0087	0.002663956933057474	0.003586458204708703
EXOC1	5.049519623153771e-4	0.009265428350975909	0.020790177191535517	0.003956089730175503	0.00539110050409474	5.145529956635841e-4	0.049	0.047	3.368569926015713e-5	4.1339793940173606e-4
EXOC2	0.032968661131557095	0.0320243101117579	0.06274006535380287	0.025491882746275615	0.02053917966495679	0.178361251667295	0.21	0.18	0.029068148822629078	0.0640626271939724
EXOC3	0.029523358621560334	0.005594898103228055	0.03196630985943601	0.005391953940113418	0.006389188231272963	0.003652803621991735	0.12	0.078	8.05557681342887e-4	NA
EXOC4	0.04598897202237698	0.12150586599713151	0.03238427976467644	0.020274683658680955	0.02232447927412895	0.025688698207272962	0.12	0.37	0.00503856556343196	0.002340520649741842
EXOC6	0.006254705134976765	0.011958039799690172	NA	0.022131480571883223	0.018118350661662647	0.24729211597091041	0.0024	0.27	0.014326070986189912	0.024995101240432006
EXOC7	5.162690186771429e-4	0.007881103340240935	0.005326444160458757	8.689399355228833e-4	0.009499183353329136	0.005864560815241369	0.0073	0.19	1.9998726159914238e-4	0.005226932906344875
EXOC8	0.005729083694247283	0.005640457083790874	4.089470058641282e-7	1.7114883040805258e-4	4.27268154437638e-5	0.001952320395746409	-4.6e-4	0.04	1.0059973808375392e-5	NA
EXOG	1.1716152380555747e-4	0.012223917667754772	0.056197962156370365	0.015928284084088952	0.0068194895332302306	0.03343858277757171	0.0091	0.057	1.3671623594015974e-5	4.06259580625733e-4
EXOSC1	0.005813439162908169	0.034137177335166025	NA	0.015939359845367443	NA	0.027211397980707704	0.02	0.16	NA	0.0013270672557127224
EXOSC5	9.540650889124874e-4	0.004817006630616669	0.008366386771147266	0.0025683699913167895	0.001903203299035441	0.006035571155228753	0.0023	0.0076	0.0018760400613412286	NA
EXOSC6	0.019001841829979185	7.242593064982151e-4	0.01846716343845366	7.001106980345612e-4	1.6655285532970944e-4	0.051387792972213915	0.078	0.15	NA	0.0075377035761515655
EXOSC7	0.03657131343959177	0.03870118728401459	0.005305612234958545	0.007649714323601689	0.0029763294049428785	0.04916804294841906	0.11	0.15	NA	0.002111510785828542
EXOSC8	1.9849843441194952e-4	0.0021582122962502666	0.010932673777858708	4.0188178629581463e-4	0.005308423677523322	0.0010120324843653741	0.039	0.062	0.005832503526567363	NA
EXOSC9	0.07718294485049375	0.02928337544291381	0.01446889741828452	0.05148531459194412	0.053645612925381184	0.01930633970379601	0.32	0.18	0.07621289978414215	4.996898075860979e-4
EXPH5	3.1238722135676854e-4	6.648224487867673e-4	0.02769978815182395	0.004691902244060933	0.006289876998431613	0.0058627736068055675	0.1	0.0084	0.03400280383349856	NA
EXT1	3.6239994762897424e-5	0.0020639181418026465	0.029280376086205068	0.001473924441022393	0.007139397189662804	6.634888937936837e-4	0.0076	0.068	0.007009234695451564	NA
EXT2	0.009792416863780708	2.095557949597115e-5	2.3930996237076825e-4	0.0015379766491828268	3.3652221337116656e-4	0.01909239566189973	0.085	0.15	0.0013334117680739706	0.007575524714154248
EYA3	0.008238206819253564	0.007791138798020329	0.00889311455156234	1.1762078066617457e-4	0.0071935655268414314	4.0692502868138283e-4	0.041	0.08	0.010798193237598485	0.0016565483850064934
F13A1	0.06213512490988393	0.11184440938546353	0.21822189207592785	0.16554274367888402	0.21321715347209305	0.3073198397998468	0.29	0.26	0.0763122816701887	0.11615603155651391
FAAH	1.352261266366535e-4	0.0019138250062052885	0.03167339438559235	0.011422765181129453	0.1941539473040738	0.033801063448643545	0.069	0.02	0.033230888062408655	1.438260594764312e-4
FADS2	0.0353281918765944	0.017911638665309863	0.01605209931041373	0.0797001850165351	0.09529873997950827	NA	0.053	0.0025	NA	0.010110210488327305
FAH	0.01887418398005052	0.008128501600522113	0.013185866732120773	0.0011582976014415684	0.017551802025067793	0.0055161979303072215	0.27	0.028	0.04823112568356009	1.647853160538796e-4
FAHD1	0.08585954321261896	0.004831770199875363	0.42322509499061745	0.19639740362341745	0.5490905100561145	0.10451156989508573	0.43	0.019	0.19817850939652484	0.0048956865014862985
FAIM	0.0010120647097595767	0.0030097254593856866	0.03548884105350056	0.07544916597423046	0.06028042852820885	0.01604061264394201	0.031	0.021	0.009348360669559429	NA
FAM107B	0.023407981023974414	0.001703942723099938	1.5606529568632508e-4	0.07408419425096385	0.019449348385177517	0.0032520140881540137	0.064	0.085	0.009021809555276135	2.932936058890241e-4
FAM110A	0.01410877523350069	0.003305238638497482	0.005989522159240287	0.0015747191848973785	7.74901076936479e-6	0.008662634492335624	0.21	0.028	0.014025441302844142	6.569867997790544e-4
FAM114A1	0.1382574417296739	0.028593931755699246	0.06209272953602108	0.08892578492116952	0.08742759812595906	0.07264091855587188	0.19	0.071	0.13277261699667456	4.316695960544554e-4
FAM114A2	0.11297081170999883	0.015005646995126243	0.003913221747820846	0.0025688915572460755	0.003223557231138824	0.00247984949852635	0.46	0.16	0.03073763882155154	0.007483203438567547
FAM117A	0.029084492109915303	0.01763381630242948	2.7052559683528346e-6	0.02528265794564365	0.026507229323649836	4.1268856903311395e-4	0.093	0.093	0.013033488385514587	0.004007547379569506
FAM117B	0.004268208874449789	0.010077287600942427	0.004526780688287594	0.038526451023968206	0.03333406377512386	2.1142647076713777e-5	0.036	0.023	0.002671543968682341	6.97742277286332e-4
FAM118A	0.3885064082009668	0.20951386011280435	0.4845571839915868	0.41575970273522617	0.6353632172840048	0.591548094497925	0.68	0.38	0.42439097817806753	0.20025706392383233
FAM120AOS	0.005339212207986053	0.028929837437023417	0.005289291558951993	0.01921055029234753	0.002128435025767365	0.06891157466914896	0.29	0.13	3.138638859199652e-6	0.0015972349595190663
FAM120B	0.01487711639261954	0.0017334943052316723	8.505448427469627e-4	0.015083909643525283	0.02132152352956824	0.013808161357392741	0.14	0.036	0.019378039884243484	0.0012660805479764734
FAM129A	0.02732944105013318	0.008555468784462335	0.05586221228899633	0.1495385022669633	0.08013708763157686	0.0485631777660574	0.1	0.1	NA	NA
FAM134A	0.02355096045756473	0.00209728248313545	0.06653063305713054	0.005126407511779369	4.771637258605837e-4	0.0030814844922057677	0.11	0.01	0.004695963131517865	3.8398471229521915e-4
FAM134C	0.0032951947960484698	1.0907492988954771e-4	0.007100638084309182	0.005347890712858117	7.08623905363931e-4	0.002032272604478958	-0.0011	0.1	3.305639984608003e-4	3.0713281219598907e-6
FAM136A	0.0072142861317034505	0.015428710009001647	0.0024395506542818596	0.1218363619422589	0.13271447959116978	0.01855407815218479	0.055	0.079	NA	0.006971079979436273
FAM13B	0.0013336888111513433	0.004422844268279365	9.80533767624572e-6	0.00608041570474387	0.005797307824417126	0.005532052898217017	0.0044	0.061	NA	2.3890913038567232e-4
FAM149B1	0.014825244808097222	0.06663553481155964	1.061372640125897e-4	0.008987450600569916	0.013808193295407547	0.0026330816740181267	0.07	0.27	0.014097696231189573	0.002628478783190394
FAM153B	0.004349814722382459	0.004596661826557567	2.698017419806065e-4	0.0043306433494877655	9.06588257336866e-6	0.03477865245792	0.0014	0.024	2.688993508888671e-4	0.007677568059848189
FAM159A	0.0087040519254301	0.009506083606112794	0.007995162547373655	0.0013620416668829397	0.003900295263804857	0.07290067374284097	0.01	0.0041	0.009716156078259292	0.0018165427479655827
FAM167A	0.32893475996753035	0.19017258497260997	0.2841864951680941	0.3706720285406278	0.37772881847107465	0.33555279983724273	0.44	0.33	0.3369413613346781	0.21170703596072696
FAM173B	0.010088745404569988	5.226554065865416e-5	0.00464744301607153	0.036400398119003405	0.024889740166176257	0.008027204782814495	0.069	0.14	2.7125128853389467e-7	0.00179909366187994
FAM174A	0.01336243553061284	0.005952177246601705	0.002538910516459754	0.001310738785756307	1.3302239708476609e-9	0.004061607866349587	0.034	0.0081	NA	NA
FAM174B	0.05102902488152798	0.08835648533173146	0.026513926873043638	0.07747946642363913	0.07543770364679417	0.046003167468132024	0.16	0.1	0.01637846007785711	0.004656913096659094
FAM175A	0.010551713487258906	0.03155858478609367	3.91987310378604e-5	0.030062910880968848	0.05221766202085238	0.10911392261702764	0.069	0.16	0.008088509068303263	0.03039360542350023
FAM177A1	0.001017221452618474	0.020944458929332457	0.024477433413789166	0.02277566161916776	0.041660672204783	0.012501050254709455	0.0051	0.035	0.008409144630444303	0.001178689777079582
FAM178A	1.906577935737836e-4	0.01114523491875514	0.020402185221207434	0.032602981106610876	0.042033503778664626	0.0010416804760967258	0.076	0.044	3.519523970204089e-5	5.399303028079114e-4
FAM193A	0.019745029117312587	5.253861953951257e-4	0.011837378894830193	0.0025095341689613084	0.002136288237586762	0.005391618792761311	0.056	0.0065	NA	0.0043781665757774355
FAM20B	0.0032205458106275373	0.00987057688474695	0.03159317371670936	0.029561994218527062	0.028029679685520337	0.06984180579191278	0.0095	0.046	0.0031753800541843274	0.007879266266694315
FAM43A	0.04806264266131764	0.0074245491517085215	1.5862292834980753e-5	0.04550079007250076	0.07600059819982403	0.013023816610491694	0.049	0.067	0.03832263283912408	1.2141948070455765e-4
FAM53A	0.11581836190748224	0.012034768049296415	0.11502515969661238	0.30645408934397445	0.35207124538259255	0.19379844262040752	0.19	0.11	0.13080171345374236	0.01580625914111148
FAM57A	0.04168277490662	0.039583320416719664	0.0609222901168569	0.03181481355832464	0.03423239182167458	0.05846808867744206	0.13	0.12	0.04230185298557455	0.017635219817445275
FAM65A	0.0018201815489730627	0.004939991024888536	3.6661088374642436e-4	9.290887768050748e-4	0.0010357950932587065	0.057029159238661926	0.0024	0.14	NA	7.674409427741231e-4
FAM81A	0.007264839807539051	0.02281150481534528	0.014083718876868469	0.0014836792342347914	0.003136703272461924	0.0097756787642792	0.0034	0.011	0.0016097583317474465	NA
FAM96A	9.01348831511458e-6	0.0038579861921705185	0.09031464293513461	0.041300062537461046	0.041309694623836726	0.07710901459611297	0.0096	0.2	2.3054822399358716e-5	0.006199019935042442
FAM98A	0.013505181084864573	0.015194282508944073	0.05054348607367325	0.0010669210875712569	0.0010669210875712569	0.05054348607367325	0.088	0.08	0.0011676940539823207	0.009589096266371656
FAN1	0.019888448166625133	0.08107222775939806	0.0026058535960775003	9.07083098625542e-5	1.3157240901481002e-4	0.004628076790352842	0.19	0.21	NA	0.02040389920111417
FANCA	0.013641631877070258	0.04091024427615208	0.07984504903542283	0.050523297658677434	0.046345295448790895	0.07643412545528995	0.14	0.32	0.004348662619758339	0.05348039610019803
FANCD2	1.6009410841938767e-4	3.741809771465426e-5	0.02535241907168971	0.0011112510889812125	6.50027828850293e-7	0.0014272989427828644	9.6e-4	0.042	4.266248023678207e-4	0.0033004098870736322
FANCF	5.137198255775392e-6	0.006258374398457984	0.002236553414834011	0.0483433856103559	0.09246687694194762	0.005329404124031672	0.031	0.071	0.001377066857020981	7.848713439893753e-5
FANCG	3.98867285479106e-4	0.0036230243741669217	8.830337979231725e-4	0.004783367298061761	0.005476027727424996	0.023102508685518115	0.013	0.016	NA	0.0047489080035504365
FANCL	3.640952963101747e-4	1.0564353815732893e-4	0.035215710368347655	5.951417220727135e-4	1.6030434698421784e-4	0.001240353252439524	0.011	0.0075	NA	1.1751364878645e-4
FANCM	4.2081367687585454e-4	0.0010466463005100197	1.6724533023459268e-5	0.005177032861705998	0.012267211771234163	0.0026266000499258367	0.0046	0.014	NA	0.010541948802027867
FARP2	0.046031215086499565	0.02931849082634383	0.00181202104581201	0.013252802168492136	0.027692931944260913	0.07298462867888036	0.09	0.23	0.043323686389919985	0.033277890435143766
FARS2	0.011131831098829474	0.0016682727813046472	0.021865320619574934	0.025286046762743302	0.018848528161727114	9.6657785495663e-6	0.16	0.087	0.014950585209876764	4.568319633158971e-4
FARSA	0.015379584784845333	1.2977567500725613e-5	0.012681574972779944	0.052936425128666593	0.06612990000755167	0.007580432386354082	0.013	0.042	0.028415207275737892	7.507929009130432e-4
FARSB	0.0016130874008448834	0.0026346326548441616	5.801657149265186e-5	0.0010175647703515836	0.04475433250054135	0.01759452362883503	0.1	0.2	0.007000048258239837	5.602021263014516e-5
FASN	5.763500265727802e-4	0.0056224841765725704	0.0015103248727418323	0.01589462690907085	0.004018108766666944	0.022053106126248112	0.032	-0.0016	0.0010028027426805884	7.540368940234148e-5
FASTKD2	1.86677644254111e-4	0.0051080405659818485	0.03321118362260748	0.007824459594593353	0.0029718869418046343	0.0032250146555962956	0.002	0.024	1.1086425638391281e-4	4.838766521867867e-5
FASTKD3	0.009334906976902544	7.455490471332007e-4	0.03397089648859038	0.002056910440314531	1.4324464842600606e-5	0.0037961350449610153	0.0014	0.063	0.0013627533229118851	0.003748110261828705
FBN1	1.1643930987066365e-4	1.2967342886803314e-4	5.176565605594864e-4	1.1211516241984066e-4	9.398353838885405e-4	0.013757781262667197	2.4e-4	0.016	0.003919525438703443	0.0014712477152712118
FBN2	0.11865307059520774	0.07869930370502565	0.16140372609762477	3.108004264991969e-4	3.108004264991969e-4	0.16140372609762477	0.15	0.18	0.002399694838528981	0.012407939860032496
FBXL13	0.005207150917782405	4.5682119569850926e-4	2.788422580802076e-4	2.045170076877387e-4	0.006899709376643652	0.009573248623814852	-0.0017	0.025	0.006970701055771558	NA
FBXL5	6.406464388405284e-4	0.0128798435313214	0.07434053336821501	0.017038999927665978	0.014530956136612044	0.03996471253513573	0.0036	0.08	8.63388829893436e-5	0.028952710758022696
FBXO25	0.025171861049286964	0.00584194478140549	0.0034272907509160836	4.995051978502606e-4	0.006802070840577604	0.009175052455101359	0.049	9.9e-4	9.875696579830957e-4	4.60553099324401e-4
FBXO28	0.016104330246337128	0.04841851460855186	9.763342216166656e-4	0.009726155966907932	0.008190363488445667	0.0017876367362760894	0.022	0.055	0.013532097423979476	NA
FBXO31	3.601731251989184e-4	0.002837249883816922	0.018506101417485366	7.174403737059139e-4	6.80607577526515e-4	1.5436310881150205e-5	0.0039	0.018	0.004095226494585766	1.7656707523518793e-4
FBXO33	7.469506507031571e-4	3.1240840596587286e-4	0.023529660595963498	0.003150920779850842	0.00855006584065873	0.030575989479682292	0.0083	0.041	0.002342759759492066	0.0030351153579308027
FBXO39	9.04178383879395e-4	0.00705329993431315	0.02633348916447419	0.03818448444187453	0.0035568924590799076	0.11576247380854751	0.01	0.16	7.223467430936857e-4	0.0013033887330117196
FBXO44	3.3714070873857244e-6	0.011414908236983944	0.0018436412630863709	4.4855839915371187e-4	0.024511792532541488	1.1684377525540794e-4	0.1	-2.5e-4	0.0273220892846112	0.0034995408862239347
FBXO6	0.015036831125581959	0.00754370854034209	0.007771332921815919	0.043935473864899904	0.10390520972626248	0.11726623547948188	0.1	0.14	0.03993135357571507	5.956056732455778e-4
FBXO9	0.0016171373046810873	0.006597147913000866	4.899845412163841e-6	0.002350895663815613	0.002887589852082162	0.01319148280122493	0.044	-0.0015	0.0019558906125207417	NA
FBXW2	0.0018170548570165595	0.001555949091846462	0.017496371816332217	8.982478127569006e-4	0.004021128050093178	0.030986958088999192	0.0032	0.11	7.214674817053926e-4	0.0038534374440597477
FBXW8	0.020156329519720868	0.1346418558240068	0.11831502367812546	0.041575020341746156	0.04975195422143823	0.3033822758063341	0.041	0.42	0.02443684259472964	0.2369933515548228
FCER1G	0.03741725400066306	0.004136095949094168	0.01698522182995976	0.0037330732344886394	0.004493987339189715	0.01513819987007051	0.042	0.018	NA	3.308773604746214e-4
FCER2	0.008319767220263142	2.0681489105234634e-4	NA	0.041087436262503316	0.0050853586147625	0.05907934327079455	0.0076	0.06	NA	0.001133187951246848
FCGR2A	9.563947614279805e-5	0.01041273330520512	0.0029494788334925286	0.006034244884832568	0.04141374790824949	0.009028116802229058	0.026	0.053	0.009208267442763016	NA
FCGR2B	0.0013267743637798528	6.539255679144995e-4	0.001275579656738193	0.023136700767954824	0.0038308016519846976	0.06907021327150865	0.087	0.14	0.016995461351220896	7.912490946351201e-4
FCHO1	0.0361867566784975	0.015623682093206857	0.029057993233207506	0.019787837189987043	0.016464375342012363	0.017299239213923533	0.12	0.11	0.01626806056007611	0.002904095327392933
FCHO2	0.06161587063049778	0.044469472019049744	0.049370634995381475	0.021874684914832545	0.005525662681993321	0.07659306840619355	0.11	0.04	NA	NA
FCHSD1	0.0204004229175048	0.002687446962531707	0.0013718286207677448	0.002837436492937425	0.012441392503297196	3.605266486396395e-4	0.014	0.064	NA	0.004425103516174657
FCRL3	0.10720226495033712	0.0231546750884971	0.026689639360084564	0.08240177610692721	0.12246489743836032	0.002848178554946598	0.22	0.063	0.14199277028581775	NA
FCRLA	0.1709685902147921	0.18252824890623703	0.20250472134658817	0.2719511063508657	0.2782801457594283	0.21543712388040634	0.5	0.52	0.17226985960548594	0.1728411141861117
FCRLB	0.02774303955618595	0.007037937082962849	0.012110380486556955	0.00997767831308133	0.015368692457841865	0.007926081026445384	0.11	0.023	0.04485406942233201	NA
FDFT1	8.786991212074225e-4	0.006149008918334828	0.06320175558908706	0.04394595821414571	0.028038469685377748	0.018551524228840544	0.048	0.031	0.00407050009449027	NA
FDX1	0.05762775083282232	2.316031440910138e-5	0.002101245170268337	0.055166260721734306	0.023695933780239584	0.03181815946076584	0.11	0.045	0.02245224794371544	0.01907247218421725
FDXR	0.018920795250477837	0.004419716148762789	0.0013324478349526713	0.0072400110080536135	0.06791871984626342	0.07332787878581545	0.083	0.12	0.021235125010951827	NA
FECH	0.015163901843457459	0.014907755175179047	NA	0.06874112749965121	0.16288687038378433	0.02844903550051779	0.13	0.033	0.027495234473251216	0.015192342938127113
FEM1C	2.7076673977337865e-6	0.004810259655538644	0.011908343556805768	0.004721246127426893	1.6657176529192113e-4	0.007162387698983074	0.0025	0.092	8.344603030181028e-4	0.002354814104087523
FER	3.4619548439864515e-4	0.0014804719203024104	0.035734079063124695	0.023568115284635094	5.956226038108937e-4	0.0038201416378136227	0.018	0.011	2.916407476667777e-4	NA
FERMT3	0.0017546781247074054	0.0015383942902747758	0.005435982403650836	0.03322109408960502	9.298169952715401e-8	0.08090344105015733	0.025	0.04	0.006932507142071301	0.018595919102809638
FES	0.04380933818775333	0.012355581766564394	0.04003780228118085	0.10395558328002512	0.10142304891614871	0.11629126048975677	0.063	0.085	0.047204665098275256	0.015954856999833063
FEZ2	0.03440108725016896	0.04553512660324316	0.0015723615411904245	0.03273139264523488	0.02115929122549634	0.0017672001457619965	0.14	0.1	0.016216490629960997	0.00396931211053881
FGD3	0.017459127179473753	0.0024998775227975186	0.02740822139542002	6.35156452610548e-5	9.764747760789311e-4	0.008569742349113603	0.11	0.015	NA	2.227171174427767e-4
FGD6	0.0021552683113901737	0.007811317004356909	0.004177855340775789	0.0018873578292446197	0.004226791331741039	2.121050355166051e-6	0.034	7.5e-4	0.03108009914308447	7.191332083758722e-5
FGFRL1	0.025184796196566446	0.02968441719454093	2.585830272507399e-5	0.19015377056316712	0.19165036317171547	3.3992812360279315e-5	0.094	0.11	0.01968473540674906	0.00449066308356784
FGGY	0.015785952091398443	0.022203700204263616	0.018563494066642903	0.027132629911617287	0.01205105031087613	0.10846693358499522	0.059	0.14	0.01942757745338913	3.198698614464276e-4
FGL2	0.018754396096767507	0.01663310005174937	0.017433305341840965	0.02408895956497782	0.05380204494101404	1.2682294704842814e-4	0.056	0.029	0.04442517749507442	0.009278300586258373
FHIT	4.900783143331988e-4	0.001167371229977264	2.426810036503155e-6	4.2212354515403666e-4	0.016514837347751905	0.005257952344692159	0.011	0.041	0.0023554884988149084	9.809229560839357e-4
FHL3	0.0976729359940623	0.032150081501483345	0.06067391585013959	0.10330186263863451	0.10747146874552807	0.13789932005704256	0.14	0.097	0.06636988287805844	NA
FIBP	0.0470707741223259	0.04507768162129396	0.1290799288156513	0.10590238775588817	0.10655668278599784	0.19082987613252278	0.16	0.33	0.04425353723806387	0.058590899707255076
FIG4	0.00197792506130557	0.0025529012836251817	4.341404484587672e-4	0.010487982606545338	3.5342729058797774e-4	0.013437218830411594	0.025	0.063	0.0023683057820010006	3.865155839548163e-6
FIGNL1	0.010824606394949922	0.0476754000341727	0.06521424397972894	0.09090581020921855	0.09121175243640262	0.14229565202027875	0.077	0.063	0.0032621542499518927	0.008746769250418061
FIS1	0.038924019627889404	0.007168349157883897	0.12608190334058847	0.18881813478854287	0.18462805156463938	0.11838082420689688	0.13	0.047	NA	0.008303337567094041
FKBP10	0.05416604165075362	0.02036643041641473	0.11738318514959244	0.09940576979019725	0.09709035556863518	0.0924082584462661	0.081	0.1	0.05816680468985999	0.006381990758866682
FKBP1A	0.010225011930275613	7.788907539832316e-5	9.906375328830371e-4	0.012190829382215518	0.021625354131869022	0.038207039266023	0.031	0.0032	0.0018198162003532712	0.003174079419423089
FKBP5	0.03875378641635885	0.025151713545320902	0.007683037417445762	0.07112383877833375	0.10996750249857959	0.00639579074391445	0.14	0.057	0.05931222503031797	NA
FKBP7	4.153397277216367e-4	5.660690518056997e-4	3.9270376278480645e-5	6.990076304022282e-5	0.05168599855610769	0.003536659188488573	0.065	0.021	0.04797263635953634	0.004188036716335585
FLII	0.0028086245673725457	0.0026777661463393255	0.02573257437742939	0.005714877248459262	0.0016746112091413977	0.019313758509671534	0.033	0.044	7.630995823966741e-4	NA
FLOT1	3.002219381420375e-4	0.0056643819990963426	0.012670274807702274	9.127717153727835e-4	1.8588402231183867e-4	0.0427718455889245	0.13	0.034	4.488581032132721e-4	NA
FLT1	1.9487965709644853e-4	4.183215179456946e-4	3.489738751685514e-4	3.5545573118868565e-5	2.9062308446716438e-5	0.0011294550741791664	0.04	0.003	4.8274601886897674e-4	1.4189289147501465e-4
FLYWCH1	0.3295027038385953	0.05139200586371391	0.1253718645185087	0.03517405616406475	0.05018023011382133	0.03514501124731953	0.5	0.34	0.16603207335444803	8.848530267540168e-6
FLYWCH2	0.068230238868213125	0.03902270538829972	0.13516703274606892	0.05972896714874769	0.05782354471458501	0.2982765261171529	0.12	0.082	0.05244366835564491	0.04575497360395327
FMO5	0.029587841667260827	0.015975094024678362	0.0050957397470064916	0.003917884470197065	0.0016408283453206995	4.558306924414264e-5	0.05	0.063	4.915285647608045e-6	0.005648720046468255
FN3KRP	0.04943621669525173	0.08650715706474582	0.027689616215087014	0.1438442486679361	0.09712333700935695	0.061067727253967315	0.39	0.27	0.026896790810385037	1.236305343293234e-4
FNDC3B	0.04062770435039332	0.00916294838522365	0.024883935775021928	0.013063877540688319	0.034038793780975865	0.0682891138638514	0.065	0.088	0.012475768412689056	0.004453493301905154
FNTA	4.334103475777683e-7	0.001661834426394037	0.036155058657729874	0.006240751535886213	0.0019361395099109524	0.033527664071179845	0.011	0.077	NA	NA
FOXJ2	0.007986572057957326	0.005628778835502919	0.005159321243739351	4.2365942185698696e-4	0.007414184027436846	0.016634396933100114	0.067	0.0014	NA	NA
FOXJ3	0.004912227796259445	3.157705093048326e-4	3.309734743160139e-4	0.002324049346433018	0.0030136525658083467	0.01723806061209155	0.022	0.038	0.00794115836269425	0.007283826314373267
FOXRED1	0.1468902772578858	0.05437711103592124	0.051012472275440125	0.15065092954215092	0.14779981851491125	0.05025736107055492	0.53	0.27	0.12706496528550085	7.181574932036458e-4
FOXRED2	0.027391922033718184	0.015365937778245587	0.030242190598492816	8.406557677804023e-4	2.062735345515025e-4	0.03547291860060936	0.19	0.04	NA	0.004439363325239041
FPGS	4.1034162702915445e-5	0.023814208705631414	3.965900716837923e-5	7.913261698351713e-4	0.0055088024775476465	0.012015541600236414	0.078	0.1	7.94069931402513e-4	NA
FRA10AC1	0.09113715859306873	0.04075918748811931	6.503523456921338e-4	0.019939064220461027	0.03487561765817963	0.0035816271315106075	0.42	0.32	0.04126668323708801	0.004668412906405764
FRG1	0.38350368744117874	0.263455103679851	0.00515137490098163	0.0020734843221793006	3.056038777710292e-4	0.034868407321880686	0.51	0.56	0.001031054940277268	NA
FRK	0.049644247172494924	0.008927105960767939	0.07675982579807142	0.1770086652661556	0.1277550029009576	0.20627945566383776	0.062	0.18	0.0441145618955961	0.020742558896058437
FRMD4A	0.08557593692021709	0.061658832265194904	0.007173861790293035	4.2541216739145417e-4	4.2541216739145417e-4	0.0015402600416128233	0.13	0.14	0.009258792891228336	5.330798691553893e-4
FRMPD1	0.0020006946664083225	0.001514549633788614	0.02944985433055559	0.0125485688803798	0.0012798641609227254	0.050238448538108646	0.037	-6.7e-4	0.017472269762315557	0.001878951466258633
FRMPD2	0.0012672770086291172	0.0011550056726283872	0.0030043645539510238	4.711768230857726e-4	0.005599072388733873	0.03760862138366161	0.038	0.062	0.0034870974654729802	0.005432516838900159
FSCN1	0.001833240553533174	9.135097448008756e-5	0.010767692071621024	0.006547788642565598	0.0037270950318624816	6.024774265336266e-4	0.065	0.067	NA	0.013325120459635059
FSCN2	3.405128358867349e-4	2.4641002092286123e-4	0.028875674228412616	0.010636171750334215	0.0017138626329993398	0.029267441571245126	-5.5e-4	0.019	4.988744538189421e-4	0.0038821530572715956
FTO	1.658769866306659e-4	7.38815189482328e-5	0.021888182683677346	0.0056963816034618486	9.588684886480941e-4	0.017892726247244244	0.042	0.059	0.012795746089208162	2.216464099443067e-5
FTSJ2	0.00794025864762583	0.00338048061326007	0.0018633352583991875	0.006592998042830131	0.0030441829986709635	0.05122245987258906	0.099	0.019	0.007542900891175178	NA
FTSJ3	0.04761083598468788	0.061939635703284784	0.015412123554636803	0.46650053166470556	0.4558010818399429	0.03303569887476089	0.45	0.29	0.04707808359672596	0.0018194682815209308
FUBP1	0.001399274220601316	0.0032111290681952156	0.02379310081770059	0.00611474840146193	0.0039509502151424	0.001806809446508588	0.038	-3e-4	0.0012343785876763554	2.470345542733455e-4
FUCA1	0.04347079608030741	0.031388296465893334	0.03915159580265971	0.04387250655976404	0.04156842298078218	0.007996356020855754	0.12	0.084	0.02747149761251173	0.01402271073377327
